user_id,place_id,rating,age,nationality,Occupation,favorite_type,place_name,place_type,city,Climate,Operating_Hours
7,14,3,63,Brazil,Writer,Historic,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
8,1,3,44,Australia,Artist,Beach,Giza Pyramids,Monument,Giza,Mild,24 Hours
8,18,3,44,Australia,Artist,Beach,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
8,2,3,44,Australia,Artist,Beach,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
8,7,3,44,Australia,Artist,Beach,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
8,15,3,44,Australia,Artist,Beach,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
8,3,3,44,Australia,Artist,Beach,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
8,14,3,44,Australia,Artist,Beach,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
8,13,3,44,Australia,Artist,Beach,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
8,12,3,44,Australia,Artist,Beach,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
8,10,3,44,Australia,Artist,Beach,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
9,10,3,49,USA,Lawyer,Market,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
9,1,3,49,USA,Lawyer,Market,Giza Pyramids,Monument,Giza,Mild,24 Hours
9,6,3,49,USA,Lawyer,Market,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
9,7,3,49,USA,Lawyer,Market,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
9,11,3,49,USA,Lawyer,Market,Coptic Cairo,Religious,Cairo,Windy,24 Hours
9,13,5,49,USA,Lawyer,Market,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
9,20,3,49,USA,Lawyer,Market,El Gouna,Beach,Hurghada,Windy,10:00-20:00
9,15,3,49,USA,Lawyer,Market,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
9,3,3,49,USA,Lawyer,Market,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
9,18,3,49,USA,Lawyer,Market,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
10,5,3,22,Russia,Teacher,Monument,Dahab,Beach,South Sinai,Cool,9:00-18:00
10,6,5,22,Russia,Teacher,Monument,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
10,19,3,22,Russia,Teacher,Monument,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
10,7,3,22,Russia,Teacher,Monument,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
10,9,3,22,Russia,Teacher,Monument,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
10,13,4,22,Russia,Teacher,Monument,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
10,18,3,22,Russia,Teacher,Monument,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
10,10,3,22,Russia,Teacher,Monument,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
10,16,3,22,Russia,Teacher,Monument,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
10,20,3,22,Russia,Teacher,Monument,El Gouna,Beach,Hurghada,Windy,10:00-20:00
11,5,3,20,Japan,Lawyer,Nature,Dahab,Beach,South Sinai,Cool,9:00-18:00
11,20,3,20,Japan,Lawyer,Nature,El Gouna,Beach,Hurghada,Windy,10:00-20:00
11,11,3,20,Japan,Lawyer,Nature,Coptic Cairo,Religious,Cairo,Windy,24 Hours
11,4,3,20,Japan,Lawyer,Nature,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
11,13,4,20,Japan,Lawyer,Nature,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
11,2,3,20,Japan,Lawyer,Nature,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
11,10,3,20,Japan,Lawyer,Nature,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
11,9,3,20,Japan,Lawyer,Nature,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
11,17,5,20,Japan,Lawyer,Nature,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
11,14,2,20,Japan,Lawyer,Nature,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
12,4,3,60,USA,Accountant,Nature,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
12,2,3,60,USA,Accountant,Nature,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
12,7,3,60,USA,Accountant,Nature,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
12,8,3,60,USA,Accountant,Nature,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
12,14,3,60,USA,Accountant,Nature,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
12,3,5,60,USA,Accountant,Nature,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
12,19,3,60,USA,Accountant,Nature,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
12,17,5,60,USA,Accountant,Nature,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
12,15,3,60,USA,Accountant,Nature,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
12,11,3,60,USA,Accountant,Nature,Coptic Cairo,Religious,Cairo,Windy,24 Hours
13,1,3,24,Germany,Doctor,Market,Giza Pyramids,Monument,Giza,Mild,24 Hours
13,20,4,24,Germany,Doctor,Market,El Gouna,Beach,Hurghada,Windy,10:00-20:00
13,10,4,24,Germany,Doctor,Market,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
13,11,3,24,Germany,Doctor,Market,Coptic Cairo,Religious,Cairo,Windy,24 Hours
13,15,3,24,Germany,Doctor,Market,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
13,7,3,24,Germany,Doctor,Market,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
13,6,4,24,Germany,Doctor,Market,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
13,16,3,24,Germany,Doctor,Market,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
13,2,3,24,Germany,Doctor,Market,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
13,12,3,24,Germany,Doctor,Market,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
14,7,3,34,France,Pilot,Religious,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
14,8,3,34,France,Pilot,Religious,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
14,12,3,34,France,Pilot,Religious,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
14,3,4,34,France,Pilot,Religious,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
14,9,2,34,France,Pilot,Religious,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
14,2,3,34,France,Pilot,Religious,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
14,13,3,34,France,Pilot,Religious,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
14,19,3,34,France,Pilot,Religious,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
14,15,3,34,France,Pilot,Religious,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
14,11,5,34,France,Pilot,Religious,Coptic Cairo,Religious,Cairo,Windy,24 Hours
15,8,2,24,Brazil,Writer,Nature,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
15,1,2,24,Brazil,Writer,Nature,Giza Pyramids,Monument,Giza,Mild,24 Hours
15,20,3,24,Brazil,Writer,Nature,El Gouna,Beach,Hurghada,Windy,10:00-20:00
15,13,3,24,Brazil,Writer,Nature,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
15,3,5,24,Brazil,Writer,Nature,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
15,5,3,24,Brazil,Writer,Nature,Dahab,Beach,South Sinai,Cool,9:00-18:00
15,9,3,24,Brazil,Writer,Nature,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
15,2,3,24,Brazil,Writer,Nature,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
15,12,5,24,Brazil,Writer,Nature,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
15,17,5,24,Brazil,Writer,Nature,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
16,5,3,60,France,Artist,Museum,Dahab,Beach,South Sinai,Cool,9:00-18:00
16,11,3,60,France,Artist,Museum,Coptic Cairo,Religious,Cairo,Windy,24 Hours
16,10,3,60,France,Artist,Museum,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
16,4,3,60,France,Artist,Museum,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
16,18,3,60,France,Artist,Museum,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
16,3,4,60,France,Artist,Museum,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
16,17,4,60,France,Artist,Museum,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
16,15,5,60,France,Artist,Museum,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
16,9,5,60,France,Artist,Museum,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
16,1,3,60,France,Artist,Museum,Giza Pyramids,Monument,Giza,Mild,24 Hours
17,3,3,21,Russia,Chef,Religious,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
17,15,3,21,Russia,Chef,Religious,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
17,14,3,21,Russia,Chef,Religious,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
17,9,3,21,Russia,Chef,Religious,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
17,19,4,21,Russia,Chef,Religious,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
17,18,4,21,Russia,Chef,Religious,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
17,17,2,21,Russia,Chef,Religious,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
17,8,3,21,Russia,Chef,Religious,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
17,1,3,21,Russia,Chef,Religious,Giza Pyramids,Monument,Giza,Mild,24 Hours
17,7,3,21,Russia,Chef,Religious,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
18,19,5,26,Italy,Lawyer,Beach,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
18,13,3,26,Italy,Lawyer,Beach,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
18,6,3,26,Italy,Lawyer,Beach,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
18,3,3,26,Italy,Lawyer,Beach,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
18,8,3,26,Italy,Lawyer,Beach,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
18,16,3,26,Italy,Lawyer,Beach,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
18,1,3,26,Italy,Lawyer,Beach,Giza Pyramids,Monument,Giza,Mild,24 Hours
18,17,3,26,Italy,Lawyer,Beach,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
18,9,3,26,Italy,Lawyer,Beach,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
18,18,3,26,Italy,Lawyer,Beach,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
19,2,3,53,Australia,Writer,Beach,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
19,3,3,53,Australia,Writer,Beach,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
19,17,3,53,Australia,Writer,Beach,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
19,12,3,53,Australia,Writer,Beach,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
19,6,3,53,Australia,Writer,Beach,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
19,9,3,53,Australia,Writer,Beach,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
19,13,3,53,Australia,Writer,Beach,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
19,14,3,53,Australia,Writer,Beach,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
19,4,3,53,Australia,Writer,Beach,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
19,5,5,53,Australia,Writer,Beach,Dahab,Beach,South Sinai,Cool,9:00-18:00
20,14,3,42,France,Chef,Museum,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
20,7,3,42,France,Chef,Museum,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
20,2,5,42,France,Chef,Museum,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
20,16,3,42,France,Chef,Museum,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
20,13,3,42,France,Chef,Museum,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
20,12,3,42,France,Chef,Museum,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
20,11,3,42,France,Chef,Museum,Coptic Cairo,Religious,Cairo,Windy,24 Hours
20,6,3,42,France,Chef,Museum,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
20,19,3,42,France,Chef,Museum,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
20,9,5,42,France,Chef,Museum,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
21,8,3,67,Australia,Designer,Nature,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
21,13,4,67,Australia,Designer,Nature,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
21,14,3,67,Australia,Designer,Nature,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
21,19,3,67,Australia,Designer,Nature,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
21,6,3,67,Australia,Designer,Nature,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
21,15,3,67,Australia,Designer,Nature,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
21,16,3,67,Australia,Designer,Nature,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
21,20,3,67,Australia,Designer,Nature,El Gouna,Beach,Hurghada,Windy,10:00-20:00
21,3,5,67,Australia,Designer,Nature,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
21,10,2,67,Australia,Designer,Nature,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
22,1,3,30,Brazil,Engineer,Desert,Giza Pyramids,Monument,Giza,Mild,24 Hours
22,8,3,30,Brazil,Engineer,Desert,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
22,9,3,30,Brazil,Engineer,Desert,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
22,7,5,30,Brazil,Engineer,Desert,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
22,6,3,30,Brazil,Engineer,Desert,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
22,5,3,30,Brazil,Engineer,Desert,Dahab,Beach,South Sinai,Cool,9:00-18:00
22,3,3,30,Brazil,Engineer,Desert,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
22,18,3,30,Brazil,Engineer,Desert,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
22,4,3,30,Brazil,Engineer,Desert,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
22,15,3,30,Brazil,Engineer,Desert,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
23,10,5,31,Australia,Musician,Historic,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
23,4,3,31,Australia,Musician,Historic,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
23,1,3,31,Australia,Musician,Historic,Giza Pyramids,Monument,Giza,Mild,24 Hours
23,19,3,31,Australia,Musician,Historic,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
23,18,3,31,Australia,Musician,Historic,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
23,9,3,31,Australia,Musician,Historic,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
23,5,3,31,Australia,Musician,Historic,Dahab,Beach,South Sinai,Cool,9:00-18:00
23,11,2,31,Australia,Musician,Historic,Coptic Cairo,Religious,Cairo,Windy,24 Hours
23,12,3,31,Australia,Musician,Historic,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
23,13,3,31,Australia,Musician,Historic,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
24,19,3,37,Brazil,Student,Historic,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
24,16,5,37,Brazil,Student,Historic,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
24,4,3,37,Brazil,Student,Historic,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
24,13,3,37,Brazil,Student,Historic,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
24,17,4,37,Brazil,Student,Historic,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
24,18,3,37,Brazil,Student,Historic,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
24,9,3,37,Brazil,Student,Historic,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
24,1,3,37,Brazil,Student,Historic,Giza Pyramids,Monument,Giza,Mild,24 Hours
24,5,3,37,Brazil,Student,Historic,Dahab,Beach,South Sinai,Cool,9:00-18:00
24,11,4,37,Brazil,Student,Historic,Coptic Cairo,Religious,Cairo,Windy,24 Hours
25,20,3,37,Russia,Designer,Museum,El Gouna,Beach,Hurghada,Windy,10:00-20:00
25,17,3,37,Russia,Designer,Museum,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
25,7,4,37,Russia,Designer,Museum,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
25,12,3,37,Russia,Designer,Museum,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
25,1,4,37,Russia,Designer,Museum,Giza Pyramids,Monument,Giza,Mild,24 Hours
25,11,2,37,Russia,Designer,Museum,Coptic Cairo,Religious,Cairo,Windy,24 Hours
25,18,4,37,Russia,Designer,Museum,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
25,10,3,37,Russia,Designer,Museum,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
25,14,4,37,Russia,Designer,Museum,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
25,19,3,37,Russia,Designer,Museum,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
26,9,5,19,Japan,Lawyer,Museum,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
26,6,3,19,Japan,Lawyer,Museum,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
26,3,3,19,Japan,Lawyer,Museum,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
26,1,3,19,Japan,Lawyer,Museum,Giza Pyramids,Monument,Giza,Mild,24 Hours
26,12,3,19,Japan,Lawyer,Museum,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
26,15,5,19,Japan,Lawyer,Museum,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
26,5,2,19,Japan,Lawyer,Museum,Dahab,Beach,South Sinai,Cool,9:00-18:00
26,13,3,19,Japan,Lawyer,Museum,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
26,16,3,19,Japan,Lawyer,Museum,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
26,7,3,19,Japan,Lawyer,Museum,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
27,6,3,40,UK,Engineer,Desert,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
27,17,3,40,UK,Engineer,Desert,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
27,20,3,40,UK,Engineer,Desert,El Gouna,Beach,Hurghada,Windy,10:00-20:00
27,3,3,40,UK,Engineer,Desert,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
27,13,2,40,UK,Engineer,Desert,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
27,11,3,40,UK,Engineer,Desert,Coptic Cairo,Religious,Cairo,Windy,24 Hours
27,12,3,40,UK,Engineer,Desert,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
27,5,3,40,UK,Engineer,Desert,Dahab,Beach,South Sinai,Cool,9:00-18:00
27,10,3,40,UK,Engineer,Desert,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
27,16,3,40,UK,Engineer,Desert,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
