user_id,place_id,rating,age,nationality,Occupation,favorite_type,place_name,place_type,city,Climate,Operating_Hours
3,89,3,51,Germany,Software Developer,Desert,Manial Palace Museum,Museum,Cairo,Sunny,09:00 AM - 05:00 PM
3,65,3,51,Germany,Software Developer,Desert,Qaitbay Fort site,Sunken Monuments,Egypt,Humid,8:00-17:00
3,72,3,51,Germany,Software Developer,Desert,Alexandria,Archaeological Site,Alexandria,Humid,7:00-15:00
3,44,3,51,Germany,Software Developer,Desert,Imhotep Museum,Museum,Giza,Humid,08:00 AM - 05:00 PM
4,71,3,58,Russia,Nurse,Beach,Cairo Citadel,Archaeological Site,Cairo,Windy,6:00-22:00
4,88,3,58,Russia,Nurse,Beach,Giza Plateau,Archaeological Site,Giza,Hot,10:00-20:00
4,63,4,58,Russia,Nurse,Beach,Al-Bahnasa Tombs,Archaeological Site,Al-Minya,Mild,8:00-17:00
4,49,3,58,Russia,Nurse,Beach,Aswan,Archaeological Site,Aswan,Sunny,7:00-15:00
4,82,4,58,Russia,Nurse,Beach,Nile Stelae,Monument,Egypt,Humid,24 Hours
4,79,3,58,Russia,Nurse,Beach,Al Kab,Archaeological Site,Aswan,Mild,8:00-17:00
4,10,3,58,Russia,Nurse,Beach,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
4,43,3,58,Russia,Nurse,Beach,Heliopolis,Archaeological Site,Cairo,Windy,8:00-17:00
4,45,3,58,Russia,Nurse,Beach,Graeco-Roman Museum,Museum,Alexandria,Hot,09:00 AM - 05:00 PM
4,73,4,58,Russia,Nurse,Beach,Ayn Shams City,Archaeological Site,Cairo,Sunny,6:00-22:00
5,51,3,49,Brazil,Doctor,Historic,Kafr El-Sheikh Museum,Museum,Kafr El-Sheikh,Humid,09:00 AM - 05:00 PM
5,34,3,49,Brazil,Doctor,Historic,Marsa Matrouh Museum,Museum,Matrouh,Sunny,08:00 AM - 10:00 PM
5,4,3,49,Brazil,Doctor,Historic,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
5,92,3,49,Brazil,Doctor,Historic,The Temple of Medinet Habu,Monument,Luxor,Windy,10:00-20:00
5,35,3,49,Brazil,Doctor,Historic,Mosque of al-Fakahani,Monument,Egypt,Dry,9:00-18:00
5,65,3,49,Brazil,Doctor,Historic,Qaitbay Fort site,Sunken Monuments,Egypt,Humid,8:00-17:00
5,75,3,49,Brazil,Doctor,Historic,Cairo International Airport Museum - Terminal 2,Museum,Cairo,Windy,24 Hours
5,93,3,49,Brazil,Doctor,Historic,Shatby,Sunken Monuments,Egypt,Sunny,24 Hours
5,62,3,49,Brazil,Doctor,Historic,Joseph's Well,Monument,Egypt,Cool,9:00-18:00
5,91,3,49,Brazil,Doctor,Historic,El Hawawish,Archaeological Site,Sohag,Mild,24 Hours
6,9,5,24,Canada,Lawyer,Museum,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
6,94,5,24,Canada,Lawyer,Museum,Mummification Museum,Museum,Luxor,Dry,09:00 AM - 02:00 PM
6,14,3,24,Canada,Lawyer,Museum,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
6,34,5,24,Canada,Lawyer,Museum,Marsa Matrouh Museum,Museum,Matrouh,Sunny,08:00 AM - 10:00 PM
6,36,3,24,Canada,Lawyer,Museum,Wikala of Nafisa al-Bayda,Monument,Egypt,Windy,10:00-20:00
6,46,3,24,Canada,Lawyer,Museum,Abu Qir Bay,Sunken Monuments,Egypt,Rainy,6:00-22:00
6,44,5,24,Canada,Lawyer,Museum,Imhotep Museum,Museum,Giza,Humid,08:00 AM - 05:00 PM
6,32,3,24,Canada,Lawyer,Museum,Qubbat Al-Hawa Cemetery,Archaeological Site,Aswan,Rainy,7:00-15:00
6,17,3,24,Canada,Lawyer,Museum,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
6,13,3,24,Canada,Lawyer,Museum,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
7,46,3,18,Canada,Writer,Religious,Abu Qir Bay,Sunken Monuments,Egypt,Rainy,6:00-22:00
7,101,3,18,Canada,Writer,Religious,Speos of Horemheb,Monument,Egypt,Windy,24 Hours
7,79,3,18,Canada,Writer,Religious,Al Kab,Archaeological Site,Aswan,Mild,8:00-17:00
7,25,3,18,Canada,Writer,Religious,Mary’s Tree,Archaeological Site,Cairo,Mild,10:00-20:00
7,11,5,18,Canada,Writer,Religious,Coptic Cairo,Religious,Cairo,Windy,24 Hours
7,10,3,18,Canada,Writer,Religious,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
7,22,3,18,Canada,Writer,Religious,Shali village in Siwa Oasis,Archaeological Site,Matrouh,Humid,6:00-22:00
7,39,3,18,Canada,Writer,Religious,Nubia Museum,Museum,Aswan,Humid,09:00 AM - 05:00 PM
7,38,3,18,Canada,Writer,Religious,Muhammad Ali Palace in shubra,Monument,Cairo,Cool,24 Hours
7,6,3,18,Canada,Writer,Religious,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
8,35,3,65,Brazil,Musician,Museum,Mosque of al-Fakahani,Monument,Egypt,Dry,9:00-18:00
8,31,2,65,Brazil,Musician,Museum,Abu Mina,Archaeological Site,Alexandria,Humid,9:00-18:00
8,75,5,65,Brazil,Musician,Museum,Cairo International Airport Museum - Terminal 2,Museum,Cairo,Windy,24 Hours
8,36,3,65,Brazil,Musician,Museum,Wikala of Nafisa al-Bayda,Monument,Egypt,Windy,10:00-20:00
8,14,3,65,Brazil,Musician,Museum,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
8,90,3,65,Brazil,Musician,Museum,Royal Stelae,Monument,Egypt,Dry,8:00-17:00
8,59,5,65,Brazil,Musician,Museum,the National Museum of Suez,Museum,Egypt,Rainy,09:00 AM - 03:00 PM
8,45,5,65,Brazil,Musician,Museum,Graeco-Roman Museum,Museum,Alexandria,Hot,09:00 AM - 05:00 PM
8,39,5,65,Brazil,Musician,Museum,Nubia Museum,Museum,Aswan,Humid,09:00 AM - 05:00 PM
8,50,3,65,Brazil,Musician,Museum,El Sheikh Hamad (Athribis),Archaeological Site,Sohag,Sunny,7:00-15:00
9,82,3,57,Canada,Designer,Market,Nile Stelae,Monument,Egypt,Humid,24 Hours
9,75,3,57,Canada,Designer,Market,Cairo International Airport Museum - Terminal 2,Museum,Cairo,Windy,24 Hours
9,80,3,57,Canada,Designer,Market,The Ramesseum; The Temple of Ramses II,Monument,Luxor,Rainy,9:00-18:00
9,54,3,57,Canada,Designer,Market,Amada Temples,Archaeological Site,Aswan,Dry,7:00-15:00
9,20,3,57,Canada,Designer,Market,El Gouna,Beach,Hurghada,Windy,10:00-20:00
9,92,3,57,Canada,Designer,Market,The Temple of Medinet Habu,Monument,Luxor,Windy,10:00-20:00
9,4,3,57,Canada,Designer,Market,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
9,69,3,57,Canada,Designer,Market,Royal Jewelry Museum,Museum,Alexandria,Hot,09:00 AM - 05:00 PM
9,76,4,57,Canada,Designer,Market,Saadana Island,Sunken Monuments,Egypt,Windy,6:00-22:00
9,90,2,57,Canada,Designer,Market,Royal Stelae,Monument,Egypt,Dry,8:00-17:00
10,20,3,61,UK,Engineer,Nature,El Gouna,Beach,Hurghada,Windy,10:00-20:00
10,66,3,61,UK,Engineer,Nature,Crocodile Museum,Museum,Aswan,Mild,07:00 AM - 09:00 PM
10,17,5,61,UK,Engineer,Nature,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
10,64,3,61,UK,Engineer,Nature,Mamoura Bay,Sunken Monuments,Egypt,Mild,24 Hours
10,88,3,61,UK,Engineer,Nature,Giza Plateau,Archaeological Site,Giza,Hot,10:00-20:00
10,97,3,61,UK,Engineer,Nature,Gayer Anderson Museum,Museum,Cairo,Sunny,09:00 AM - 05:00 PM
10,100,3,61,UK,Engineer,Nature,Wadi Al  Jarf Port,Sunken Monuments,Egypt,Humid,8:00-17:00
10,94,3,61,UK,Engineer,Nature,Mummification Museum,Museum,Luxor,Dry,09:00 AM - 02:00 PM
10,75,3,61,UK,Engineer,Nature,Cairo International Airport Museum - Terminal 2,Museum,Cairo,Windy,24 Hours
10,33,4,61,UK,Engineer,Nature,National Police Museum,Museum,Cairo,Dry,08:00 AM - 05:00 PM
11,15,3,60,Italy,Designer,Beach,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
11,91,3,60,Italy,Designer,Beach,El Hawawish,Archaeological Site,Sohag,Mild,24 Hours
11,11,3,60,Italy,Designer,Beach,Coptic Cairo,Religious,Cairo,Windy,24 Hours
11,75,3,60,Italy,Designer,Beach,Cairo International Airport Museum - Terminal 2,Museum,Cairo,Windy,24 Hours
11,32,3,60,Italy,Designer,Beach,Qubbat Al-Hawa Cemetery,Archaeological Site,Aswan,Rainy,7:00-15:00
11,62,3,60,Italy,Designer,Beach,Joseph's Well,Monument,Egypt,Cool,9:00-18:00
11,105,3,60,Italy,Designer,Beach,Mosque of Sulayman Pasha al-Khadim “Saraya al-Jabal mosque”,Monument,Egypt,Dry,8:00-17:00
11,16,3,60,Italy,Designer,Beach,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
11,37,3,60,Italy,Designer,Beach,National Military Museum,Museum,Cairo,Mild,08:00 AM - 04:00 PM
11,6,4,60,Italy,Designer,Beach,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
12,77,4,56,Japan,Writer,Monument,The Walls of Cairo,Monument,Egypt,Windy,7:00-15:00
12,79,3,56,Japan,Writer,Monument,Al Kab,Archaeological Site,Aswan,Mild,8:00-17:00
12,72,3,56,Japan,Writer,Monument,Alexandria,Archaeological Site,Alexandria,Humid,7:00-15:00
12,45,3,56,Japan,Writer,Monument,Graeco-Roman Museum,Museum,Alexandria,Hot,09:00 AM - 05:00 PM
12,58,5,56,Japan,Writer,Monument,Sabil of al-Amir Shaykhu,Monument,Cairo,Mild,8:00-17:00
12,15,3,56,Japan,Writer,Monument,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
12,94,3,56,Japan,Writer,Monument,Mummification Museum,Museum,Luxor,Dry,09:00 AM - 02:00 PM
12,42,3,56,Japan,Writer,Monument,Al-Saliba Street,Archaeological Site,Cairo,Dry,24 Hours
12,14,5,56,Japan,Writer,Monument,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
12,3,3,56,Japan,Writer,Monument,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
13,18,3,51,Spain,Engineer,Religious,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
13,98,3,51,Spain,Engineer,Religious,Gebel al-Silsila,Archaeological Site,Aswan,Hot,24 Hours
13,94,3,51,Spain,Engineer,Religious,Mummification Museum,Museum,Luxor,Dry,09:00 AM - 02:00 PM
13,82,3,51,Spain,Engineer,Religious,Nile Stelae,Monument,Egypt,Humid,24 Hours
13,105,2,51,Spain,Engineer,Religious,Mosque of Sulayman Pasha al-Khadim “Saraya al-Jabal mosque”,Monument,Egypt,Dry,8:00-17:00
13,12,3,51,Spain,Engineer,Religious,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
13,63,4,51,Spain,Engineer,Religious,Al-Bahnasa Tombs,Archaeological Site,Al-Minya,Mild,8:00-17:00
13,106,3,51,Spain,Engineer,Religious,Elephantine,Archaeological Site,Aswan,Sunny,8:00-17:00
13,67,3,51,Spain,Engineer,Religious,Al-Mu'izz Street,Archaeological Site,Cairo,Mild,24 Hours
13,33,3,51,Spain,Engineer,Religious,National Police Museum,Museum,Cairo,Dry,08:00 AM - 05:00 PM
14,88,3,37,Italy,Accountant,Museum,Giza Plateau,Archaeological Site,Giza,Hot,10:00-20:00
14,38,3,37,Italy,Accountant,Museum,Muhammad Ali Palace in shubra,Monument,Cairo,Cool,24 Hours
14,14,3,37,Italy,Accountant,Museum,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
14,107,3,37,Italy,Accountant,Museum,The Pyramid of Meidum,Monument,Beni Suef,Cool,24 Hours
14,23,3,37,Italy,Accountant,Museum,The Monastery of Anba Simeon in Aswan,Monument,Aswan,Rainy,6:00-22:00
14,99,3,37,Italy,Accountant,Museum,The towers Citadel of Salah al-Din Ayyubi,Monument,Egypt,Cool,10:00-20:00
14,9,5,37,Italy,Accountant,Museum,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
14,91,3,37,Italy,Accountant,Museum,El Hawawish,Archaeological Site,Sohag,Mild,24 Hours
14,50,3,37,Italy,Accountant,Museum,El Sheikh Hamad (Athribis),Archaeological Site,Sohag,Sunny,7:00-15:00
14,94,5,37,Italy,Accountant,Museum,Mummification Museum,Museum,Luxor,Dry,09:00 AM - 02:00 PM
15,85,3,67,Russia,Lawyer,Monument,Eastern Harbor,Sunken Monuments,Egypt,Dry,24 Hours
15,98,3,67,Russia,Lawyer,Monument,Gebel al-Silsila,Archaeological Site,Aswan,Hot,24 Hours
15,13,3,67,Russia,Lawyer,Monument,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
15,63,3,67,Russia,Lawyer,Monument,Al-Bahnasa Tombs,Archaeological Site,Al-Minya,Mild,8:00-17:00
15,103,3,67,Russia,Lawyer,Monument,Aswan,Sunken Monuments,Egypt,Windy,7:00-15:00
15,70,3,67,Russia,Lawyer,Monument,Saqqara,Archaeological Site,Giza,Humid,7:00-15:00
15,76,4,67,Russia,Lawyer,Monument,Saadana Island,Sunken Monuments,Egypt,Windy,6:00-22:00
15,6,5,67,Russia,Lawyer,Monument,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
15,81,5,67,Russia,Lawyer,Monument,Mosque and Sabil-Kuttab of Shaykh Ali al-Mutahhar,Monument,Egypt,Hot,6:00-22:00
15,79,2,67,Russia,Lawyer,Monument,Al Kab,Archaeological Site,Aswan,Mild,8:00-17:00
16,37,3,57,Japan,Engineer,Beach,National Military Museum,Museum,Cairo,Mild,08:00 AM - 04:00 PM
16,74,3,57,Japan,Engineer,Beach,Sharm al-Sheikh Museum,Museum,South Sinai,Sunny,10:00 AM - 01:00 PM
16,106,3,57,Japan,Engineer,Beach,Elephantine,Archaeological Site,Aswan,Sunny,8:00-17:00
16,56,3,57,Japan,Engineer,Beach,Salah al-Din Square,Archaeological Site,Cairo,Windy,8:00-17:00
16,66,3,57,Japan,Engineer,Beach,Crocodile Museum,Museum,Aswan,Mild,07:00 AM - 09:00 PM
16,17,3,57,Japan,Engineer,Beach,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
16,53,3,57,Japan,Engineer,Beach,Valley of the Kings,Archaeological Site,Luxor,Dry,10:00-20:00
16,108,3,57,Japan,Engineer,Beach,National Museum of Egyptian Civilization(NMEC),Museum,Cairo,Cool,09:00 AM - 05:00 PM
16,23,3,57,Japan,Engineer,Beach,The Monastery of Anba Simeon in Aswan,Monument,Aswan,Rainy,6:00-22:00
16,86,3,57,Japan,Engineer,Beach,Beni Hasan,Archaeological Site,Al-Minya,Hot,6:00-22:00
17,83,2,61,Brazil,Writer,Desert,Dahshur,Archaeological Site,Giza,Dry,9:00-18:00
17,35,2,61,Brazil,Writer,Desert,Mosque of al-Fakahani,Monument,Egypt,Dry,9:00-18:00
17,2,3,61,Brazil,Writer,Desert,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
17,38,3,61,Brazil,Writer,Desert,Muhammad Ali Palace in shubra,Monument,Cairo,Cool,24 Hours
17,37,3,61,Brazil,Writer,Desert,National Military Museum,Museum,Cairo,Mild,08:00 AM - 04:00 PM
17,101,3,61,Brazil,Writer,Desert,Speos of Horemheb,Monument,Egypt,Windy,24 Hours
17,73,3,61,Brazil,Writer,Desert,Ayn Shams City,Archaeological Site,Cairo,Sunny,6:00-22:00
17,70,3,61,Brazil,Writer,Desert,Saqqara,Archaeological Site,Giza,Humid,7:00-15:00
17,94,3,61,Brazil,Writer,Desert,Mummification Museum,Museum,Luxor,Dry,09:00 AM - 02:00 PM
17,89,3,61,Brazil,Writer,Desert,Manial Palace Museum,Museum,Cairo,Sunny,09:00 AM - 05:00 PM
18,108,3,25,Italy,Software Developer,Religious,National Museum of Egyptian Civilization(NMEC),Museum,Cairo,Cool,09:00 AM - 05:00 PM
18,2,3,25,Italy,Software Developer,Religious,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
18,31,3,25,Italy,Software Developer,Religious,Abu Mina,Archaeological Site,Alexandria,Humid,9:00-18:00
18,10,2,25,Italy,Software Developer,Religious,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
18,8,2,25,Italy,Software Developer,Religious,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
18,66,3,25,Italy,Software Developer,Religious,Crocodile Museum,Museum,Aswan,Mild,07:00 AM - 09:00 PM
18,101,3,25,Italy,Software Developer,Religious,Speos of Horemheb,Monument,Egypt,Windy,24 Hours
18,46,3,25,Italy,Software Developer,Religious,Abu Qir Bay,Sunken Monuments,Egypt,Rainy,6:00-22:00
18,63,3,25,Italy,Software Developer,Religious,Al-Bahnasa Tombs,Archaeological Site,Al-Minya,Mild,8:00-17:00
18,59,3,25,Italy,Software Developer,Religious,the National Museum of Suez,Museum,Egypt,Rainy,09:00 AM - 03:00 PM
19,78,3,68,Japan,Writer,Nature,Kom Ombo Temple,Monument,Aswan,Humid,7:00-15:00
19,1,4,68,Japan,Writer,Nature,Giza Pyramids,Monument,Giza,Mild,24 Hours
19,87,3,68,Japan,Writer,Nature,Al-Fustat (Old Cairo),Archaeological Site,Cairo,Humid,10:00-20:00
19,4,3,68,Japan,Writer,Nature,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
19,21,3,68,Japan,Writer,Nature,Helwan Corner Museum,Museum,Cairo,Humid,09:00 AM - 05:00 PM
19,49,3,68,Japan,Writer,Nature,Aswan,Archaeological Site,Aswan,Sunny,7:00-15:00
19,105,3,68,Japan,Writer,Nature,Mosque of Sulayman Pasha al-Khadim “Saraya al-Jabal mosque”,Monument,Egypt,Dry,8:00-17:00
19,84,3,68,Japan,Writer,Nature,The Architectural Complex of Prince Youssef Kamal,Monument,Qena,Humid,8:00-17:00
19,63,2,68,Japan,Writer,Nature,Al-Bahnasa Tombs,Archaeological Site,Al-Minya,Mild,8:00-17:00
19,28,3,68,Japan,Writer,Nature,Karnak,Archaeological Site,Luxor,Mild,24 Hours
20,42,3,57,KSA,Teacher,Monument,Al-Saliba Street,Archaeological Site,Cairo,Dry,24 Hours
20,1,5,57,KSA,Teacher,Monument,Giza Pyramids,Monument,Giza,Mild,24 Hours
20,60,5,57,KSA,Teacher,Monument,Citadel Prison,Monument,Egypt,Rainy,24 Hours
20,63,3,57,KSA,Teacher,Monument,Al-Bahnasa Tombs,Archaeological Site,Al-Minya,Mild,8:00-17:00
20,78,5,57,KSA,Teacher,Monument,Kom Ombo Temple,Monument,Aswan,Humid,7:00-15:00
20,39,3,57,KSA,Teacher,Monument,Nubia Museum,Museum,Aswan,Humid,09:00 AM - 05:00 PM
20,10,3,57,KSA,Teacher,Monument,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
20,86,3,57,KSA,Teacher,Monument,Beni Hasan,Archaeological Site,Al-Minya,Hot,6:00-22:00
20,24,3,57,KSA,Teacher,Monument,Abu Simbel,Archaeological Site,Aswan,Cool,8:00-17:00
20,36,5,57,KSA,Teacher,Monument,Wikala of Nafisa al-Bayda,Monument,Egypt,Windy,10:00-20:00
21,87,3,24,Japan,Pilot,Historic,Al-Fustat (Old Cairo),Archaeological Site,Cairo,Humid,10:00-20:00
21,58,3,24,Japan,Pilot,Historic,Sabil of al-Amir Shaykhu,Monument,Cairo,Mild,8:00-17:00
21,96,3,24,Japan,Pilot,Historic,Cairo International Airport Museum - Terminal 3,Museum,Cairo,Sunny,24 Hours
21,74,3,24,Japan,Pilot,Historic,Sharm al-Sheikh Museum,Museum,South Sinai,Sunny,10:00 AM - 01:00 PM
21,23,3,24,Japan,Pilot,Historic,The Monastery of Anba Simeon in Aswan,Monument,Aswan,Rainy,6:00-22:00
21,33,2,24,Japan,Pilot,Historic,National Police Museum,Museum,Cairo,Dry,08:00 AM - 05:00 PM
21,31,3,24,Japan,Pilot,Historic,Abu Mina,Archaeological Site,Alexandria,Humid,9:00-18:00
21,86,4,24,Japan,Pilot,Historic,Beni Hasan,Archaeological Site,Al-Minya,Hot,6:00-22:00
21,15,3,24,Japan,Pilot,Historic,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
21,89,3,24,Japan,Pilot,Historic,Manial Palace Museum,Museum,Cairo,Sunny,09:00 AM - 05:00 PM
22,26,2,43,China,Teacher,Historic,Deir al-Bahari,Archaeological Site,Luxor,Mild,7:00-15:00
22,24,3,43,China,Teacher,Historic,Abu Simbel,Archaeological Site,Aswan,Cool,8:00-17:00
22,74,3,43,China,Teacher,Historic,Sharm al-Sheikh Museum,Museum,South Sinai,Sunny,10:00 AM - 01:00 PM
22,91,3,43,China,Teacher,Historic,El Hawawish,Archaeological Site,Sohag,Mild,24 Hours
22,4,3,43,China,Teacher,Historic,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
22,31,3,43,China,Teacher,Historic,Abu Mina,Archaeological Site,Alexandria,Humid,9:00-18:00
22,32,3,43,China,Teacher,Historic,Qubbat Al-Hawa Cemetery,Archaeological Site,Aswan,Rainy,7:00-15:00
22,81,3,43,China,Teacher,Historic,Mosque and Sabil-Kuttab of Shaykh Ali al-Mutahhar,Monument,Egypt,Hot,6:00-22:00
22,61,3,43,China,Teacher,Historic,Hurghada Museum,Museum,Red Sea,Dry,10:00 AM - 01:00 PM
22,50,3,43,China,Teacher,Historic,El Sheikh Hamad (Athribis),Archaeological Site,Sohag,Sunny,7:00-15:00
23,31,3,40,Italy,Musician,Museum,Abu Mina,Archaeological Site,Alexandria,Humid,9:00-18:00
23,4,3,40,Italy,Musician,Museum,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
23,73,3,40,Italy,Musician,Museum,Ayn Shams City,Archaeological Site,Cairo,Sunny,6:00-22:00
23,104,3,40,Italy,Musician,Museum,Mosque of al-Zahir Baybars,Monument,Cairo,Rainy,6:00-22:00
23,50,4,40,Italy,Musician,Museum,El Sheikh Hamad (Athribis),Archaeological Site,Sohag,Sunny,7:00-15:00
23,91,3,40,Italy,Musician,Museum,El Hawawish,Archaeological Site,Sohag,Mild,24 Hours
23,48,3,40,Italy,Musician,Museum,Qaitbay Fort,Monument,Egypt,Humid,6:00-22:00
23,9,5,40,Italy,Musician,Museum,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
23,61,5,40,Italy,Musician,Museum,Hurghada Museum,Museum,Red Sea,Dry,10:00 AM - 01:00 PM
23,35,3,40,Italy,Musician,Museum,Mosque of al-Fakahani,Monument,Egypt,Dry,9:00-18:00
24,82,3,37,USA,Scientist,Market,Nile Stelae,Monument,Egypt,Humid,24 Hours
24,90,3,37,USA,Scientist,Market,Royal Stelae,Monument,Egypt,Dry,8:00-17:00
24,31,3,37,USA,Scientist,Market,Abu Mina,Archaeological Site,Alexandria,Humid,9:00-18:00
24,52,3,37,USA,Scientist,Market,Al-Saliba Street,Archaeological Site,Cairo,Sunny,7:00-15:00
24,68,3,37,USA,Scientist,Market,Tell Basta,Archaeological Site,Al-Sharkia,Dry,10:00-20:00
24,8,3,37,USA,Scientist,Market,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
24,44,3,37,USA,Scientist,Market,Imhotep Museum,Museum,Giza,Humid,08:00 AM - 05:00 PM
24,11,3,37,USA,Scientist,Market,Coptic Cairo,Religious,Cairo,Windy,24 Hours
24,101,3,37,USA,Scientist,Market,Speos of Horemheb,Monument,Egypt,Windy,24 Hours
24,93,2,37,USA,Scientist,Market,Shatby,Sunken Monuments,Egypt,Sunny,24 Hours
25,39,3,33,Japan,Chef,Nature,Nubia Museum,Museum,Aswan,Humid,09:00 AM - 05:00 PM
25,20,2,33,Japan,Chef,Nature,El Gouna,Beach,Hurghada,Windy,10:00-20:00
25,27,3,33,Japan,Chef,Nature,Philae,Archaeological Site,Aswan,Sunny,9:00-18:00
25,81,3,33,Japan,Chef,Nature,Mosque and Sabil-Kuttab of Shaykh Ali al-Mutahhar,Monument,Egypt,Hot,6:00-22:00
25,48,3,33,Japan,Chef,Nature,Qaitbay Fort,Monument,Egypt,Humid,6:00-22:00
25,88,3,33,Japan,Chef,Nature,Giza Plateau,Archaeological Site,Giza,Hot,10:00-20:00
25,11,3,33,Japan,Chef,Nature,Coptic Cairo,Religious,Cairo,Windy,24 Hours
25,85,3,33,Japan,Chef,Nature,Eastern Harbor,Sunken Monuments,Egypt,Dry,24 Hours
25,68,3,33,Japan,Chef,Nature,Tell Basta,Archaeological Site,Al-Sharkia,Dry,10:00-20:00
