user_id,age,nationality,Occupation,favorite_type,rating,place_id,place_name,place_type,city,Climate,Operating_Hours
5,49,Brazil,Doctor,Historic,3,51,Kafr El-Sheikh Museum,Museum,Kafr El-Sheikh,Humid,09:00 AM - 05:00 PM
5,49,Brazil,Doctor,Historic,3,34,Marsa Matrouh Museum,Museum,Matrouh,Sunny,08:00 AM - 10:00 PM
5,49,Brazil,Doctor,Historic,3,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
5,49,Brazil,Doctor,Historic,3,92,The Temple of Medinet Habu,Monument,Luxor,Windy,10:00-20:00
5,49,Brazil,Doctor,Historic,3,35,Mosque of al-Fakahani,Monument,,Dry,9:00-18:00
5,49,Brazil,Doctor,Historic,3,65,Qaitbay Fort site,Sunken Monuments,,Humid,8:00-17:00
5,49,Brazil,Doctor,Historic,3,75,Cairo International Airport Museum - Terminal 2,Museum,Cairo,Windy,24 Hours
5,49,Brazil,Doctor,Historic,3,93,Shatby,Sunken Monuments,,Sunny,24 Hours
5,49,Brazil,Doctor,Historic,3,62,Joseph's Well,Monument,,Cool,9:00-18:00
5,49,Brazil,Doctor,Historic,3,91,El Hawawish,Archaeological Site,Sohag,Mild,24 Hours
6,24,Canada,Lawyer,Museum,5,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
6,24,Canada,Lawyer,Museum,5,94,Mummification Museum,Museum,Luxor,Dry,09:00 AM - 02:00 PM
6,24,Canada,Lawyer,Museum,3,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
6,24,Canada,Lawyer,Museum,5,34,Marsa Matrouh Museum,Museum,Matrouh,Sunny,08:00 AM - 10:00 PM
6,24,Canada,Lawyer,Museum,3,36,Wikala of Nafisa al-Bayda,Monument,,Windy,10:00-20:00
6,24,Canada,Lawyer,Museum,3,46,Abu Qir Bay,Sunken Monuments,,Rainy,6:00-22:00
6,24,Canada,Lawyer,Museum,5,44,Imhotep Museum,Museum,Giza,Humid,08:00 AM - 05:00 PM
6,24,Canada,Lawyer,Museum,3,32,Qubbat Al-Hawa Cemetery,Archaeological Site,Aswan,Rainy,7:00-15:00
6,24,Canada,Lawyer,Museum,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
6,24,Canada,Lawyer,Museum,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
7,18,Canada,Writer,Religious,3,46,Abu Qir Bay,Sunken Monuments,,Rainy,6:00-22:00
7,18,Canada,Writer,Religious,3,101,Speos of Horemheb,Monument,,Windy,24 Hours
7,18,Canada,Writer,Religious,3,79,Al Kab,Archaeological Site,Aswan,Mild,8:00-17:00
7,18,Canada,Writer,Religious,3,25,Mary’s Tree,Archaeological Site,Cairo,Mild,10:00-20:00
7,18,Canada,Writer,Religious,5,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
7,18,Canada,Writer,Religious,3,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
7,18,Canada,Writer,Religious,3,22,Shali village in Siwa Oasis,Archaeological Site,Matrouh,Humid,6:00-22:00
7,18,Canada,Writer,Religious,3,39,Nubia Museum,Museum,Aswan,Humid,09:00 AM - 05:00 PM
7,18,Canada,Writer,Religious,3,38,Muhammad Ali Palace in shubra,Monument,Cairo,Cool,24 Hours
7,18,Canada,Writer,Religious,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
8,65,Brazil,Musician,Museum,3,35,Mosque of al-Fakahani,Monument,,Dry,9:00-18:00
8,65,Brazil,Musician,Museum,2,31,Abu Mina,Archaeological Site,Alexandria,Humid,9:00-18:00
8,65,Brazil,Musician,Museum,5,75,Cairo International Airport Museum - Terminal 2,Museum,Cairo,Windy,24 Hours
8,65,Brazil,Musician,Museum,3,36,Wikala of Nafisa al-Bayda,Monument,,Windy,10:00-20:00
8,65,Brazil,Musician,Museum,3,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
8,65,Brazil,Musician,Museum,3,90,Royal Stelae,Monument,,Dry,8:00-17:00
8,65,Brazil,Musician,Museum,5,59,the National Museum of Suez,Museum,,Rainy,09:00 AM - 03:00 PM
8,65,Brazil,Musician,Museum,5,45,Graeco-Roman Museum,Museum,Alexandria,Hot,09:00 AM - 05:00 PM
8,65,Brazil,Musician,Museum,5,39,Nubia Museum,Museum,Aswan,Humid,09:00 AM - 05:00 PM
8,65,Brazil,Musician,Museum,3,50,El Sheikh Hamad (Athribis),Archaeological Site,Sohag,Sunny,7:00-15:00
9,57,Canada,Designer,Market,3,82,Nile Stelae,Monument,,Humid,24 Hours
9,57,Canada,Designer,Market,3,75,Cairo International Airport Museum - Terminal 2,Museum,Cairo,Windy,24 Hours
9,57,Canada,Designer,Market,3,80,The Ramesseum; The Temple of Ramses II,Monument,Luxor,Rainy,9:00-18:00
9,57,Canada,Designer,Market,3,54,Amada Temples,Archaeological Site,Aswan,Dry,7:00-15:00
9,57,Canada,Designer,Market,3,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
9,57,Canada,Designer,Market,3,92,The Temple of Medinet Habu,Monument,Luxor,Windy,10:00-20:00
9,57,Canada,Designer,Market,3,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
9,57,Canada,Designer,Market,3,69,Royal Jewelry Museum,Museum,Alexandria,Hot,09:00 AM - 05:00 PM
9,57,Canada,Designer,Market,4,76,Saadana Island,Sunken Monuments,,Windy,6:00-22:00
9,57,Canada,Designer,Market,2,90,Royal Stelae,Monument,,Dry,8:00-17:00
10,61,UK,Engineer,Nature,3,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
10,61,UK,Engineer,Nature,3,66,Crocodile Museum,Museum,Aswan,Mild,07:00 AM - 09:00 PM
10,61,UK,Engineer,Nature,5,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
10,61,UK,Engineer,Nature,3,64,Mamoura Bay,Sunken Monuments,,Mild,24 Hours
10,61,UK,Engineer,Nature,3,88,Giza Plateau,Archaeological Site,Giza,Hot,10:00-20:00
10,61,UK,Engineer,Nature,3,97,Gayer Anderson Museum,Museum,Cairo,Sunny,09:00 AM - 05:00 PM
10,61,UK,Engineer,Nature,3,100,Wadi Al  Jarf Port,Sunken Monuments,,Humid,8:00-17:00
10,61,UK,Engineer,Nature,3,94,Mummification Museum,Museum,Luxor,Dry,09:00 AM - 02:00 PM
10,61,UK,Engineer,Nature,3,75,Cairo International Airport Museum - Terminal 2,Museum,Cairo,Windy,24 Hours
10,61,UK,Engineer,Nature,4,33,National Police Museum,Museum,Cairo,Dry,08:00 AM - 05:00 PM
11,60,Italy,Designer,Beach,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
11,60,Italy,Designer,Beach,3,91,El Hawawish,Archaeological Site,Sohag,Mild,24 Hours
11,60,Italy,Designer,Beach,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
11,60,Italy,Designer,Beach,3,75,Cairo International Airport Museum - Terminal 2,Museum,Cairo,Windy,24 Hours
11,60,Italy,Designer,Beach,3,32,Qubbat Al-Hawa Cemetery,Archaeological Site,Aswan,Rainy,7:00-15:00
11,60,Italy,Designer,Beach,3,62,Joseph's Well,Monument,,Cool,9:00-18:00
11,60,Italy,Designer,Beach,3,105,Mosque of Sulayman Pasha al-Khadim “Saraya al-Jabal mosque”,Monument,,Dry,8:00-17:00
11,60,Italy,Designer,Beach,3,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
11,60,Italy,Designer,Beach,3,37,National Military Museum,Museum,Cairo,Mild,08:00 AM - 04:00 PM
11,60,Italy,Designer,Beach,4,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
12,56,Japan,Writer,Monument,4,77,The Walls of Cairo,Monument,,Windy,7:00-15:00
12,56,Japan,Writer,Monument,3,79,Al Kab,Archaeological Site,Aswan,Mild,8:00-17:00
12,56,Japan,Writer,Monument,3,72,Alexandria,Archaeological Site,Alexandria,Humid,7:00-15:00
12,56,Japan,Writer,Monument,3,45,Graeco-Roman Museum,Museum,Alexandria,Hot,09:00 AM - 05:00 PM
12,56,Japan,Writer,Monument,5,58,Sabil of al-Amir Shaykhu,Monument,Cairo,Mild,8:00-17:00
12,56,Japan,Writer,Monument,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
12,56,Japan,Writer,Monument,3,94,Mummification Museum,Museum,Luxor,Dry,09:00 AM - 02:00 PM
12,56,Japan,Writer,Monument,3,42,Al-Saliba Street,Archaeological Site,Cairo,Dry,24 Hours
12,56,Japan,Writer,Monument,5,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
12,56,Japan,Writer,Monument,3,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
13,51,Spain,Engineer,Religious,3,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
13,51,Spain,Engineer,Religious,3,98,Gebel al-Silsila,Archaeological Site,Aswan,Hot,24 Hours
13,51,Spain,Engineer,Religious,3,94,Mummification Museum,Museum,Luxor,Dry,09:00 AM - 02:00 PM
13,51,Spain,Engineer,Religious,3,82,Nile Stelae,Monument,,Humid,24 Hours
13,51,Spain,Engineer,Religious,2,105,Mosque of Sulayman Pasha al-Khadim “Saraya al-Jabal mosque”,Monument,,Dry,8:00-17:00
13,51,Spain,Engineer,Religious,3,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
13,51,Spain,Engineer,Religious,4,63,Al-Bahnasa Tombs,Archaeological Site,Al-Minya,Mild,8:00-17:00
13,51,Spain,Engineer,Religious,3,106,Elephantine,Archaeological Site,Aswan,Sunny,8:00-17:00
13,51,Spain,Engineer,Religious,3,67,Al-Mu'izz Street,Archaeological Site,Cairo,Mild,24 Hours
13,51,Spain,Engineer,Religious,3,33,National Police Museum,Museum,Cairo,Dry,08:00 AM - 05:00 PM
14,37,Italy,Accountant,Museum,3,88,Giza Plateau,Archaeological Site,Giza,Hot,10:00-20:00
14,37,Italy,Accountant,Museum,3,38,Muhammad Ali Palace in shubra,Monument,Cairo,Cool,24 Hours
14,37,Italy,Accountant,Museum,3,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
14,37,Italy,Accountant,Museum,3,107,The Pyramid of Meidum,Monument,Beni Suef,Cool,24 Hours
14,37,Italy,Accountant,Museum,3,23,The Monastery of Anba Simeon in Aswan,Monument,Aswan,Rainy,6:00-22:00
14,37,Italy,Accountant,Museum,3,99,The towers Citadel of Salah al-Din Ayyubi,Monument,,Cool,10:00-20:00
14,37,Italy,Accountant,Museum,5,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
14,37,Italy,Accountant,Museum,3,91,El Hawawish,Archaeological Site,Sohag,Mild,24 Hours
14,37,Italy,Accountant,Museum,3,50,El Sheikh Hamad (Athribis),Archaeological Site,Sohag,Sunny,7:00-15:00
14,37,Italy,Accountant,Museum,5,94,Mummification Museum,Museum,Luxor,Dry,09:00 AM - 02:00 PM
15,67,Russia,Lawyer,Monument,3,85,Eastern Harbor,Sunken Monuments,,Dry,24 Hours
15,67,Russia,Lawyer,Monument,3,98,Gebel al-Silsila,Archaeological Site,Aswan,Hot,24 Hours
15,67,Russia,Lawyer,Monument,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
15,67,Russia,Lawyer,Monument,3,63,Al-Bahnasa Tombs,Archaeological Site,Al-Minya,Mild,8:00-17:00
15,67,Russia,Lawyer,Monument,3,103,Aswan,Sunken Monuments,,Windy,7:00-15:00
15,67,Russia,Lawyer,Monument,3,70,Saqqara,Archaeological Site,Giza,Humid,7:00-15:00
15,67,Russia,Lawyer,Monument,4,76,Saadana Island,Sunken Monuments,,Windy,6:00-22:00
15,67,Russia,Lawyer,Monument,5,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
15,67,Russia,Lawyer,Monument,5,81,Mosque and Sabil-Kuttab of Shaykh Ali al-Mutahhar,Monument,,Hot,6:00-22:00
15,67,Russia,Lawyer,Monument,2,79,Al Kab,Archaeological Site,Aswan,Mild,8:00-17:00
16,57,Japan,Engineer,Beach,3,37,National Military Museum,Museum,Cairo,Mild,08:00 AM - 04:00 PM
16,57,Japan,Engineer,Beach,3,74,Sharm al-Sheikh Museum,Museum,South Sinai,Sunny,10:00 AM - 01:00 PM
16,57,Japan,Engineer,Beach,3,106,Elephantine,Archaeological Site,Aswan,Sunny,8:00-17:00
16,57,Japan,Engineer,Beach,3,56,Salah al-Din Square,Archaeological Site,Cairo,Windy,8:00-17:00
16,57,Japan,Engineer,Beach,3,66,Crocodile Museum,Museum,Aswan,Mild,07:00 AM - 09:00 PM
16,57,Japan,Engineer,Beach,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
16,57,Japan,Engineer,Beach,3,53,Valley of the Kings,Archaeological Site,Luxor,Dry,10:00-20:00
16,57,Japan,Engineer,Beach,3,108,National Museum of Egyptian Civilization(NMEC),Museum,Cairo,Cool,09:00 AM - 05:00 PM
16,57,Japan,Engineer,Beach,3,23,The Monastery of Anba Simeon in Aswan,Monument,Aswan,Rainy,6:00-22:00
16,57,Japan,Engineer,Beach,3,86,Beni Hasan,Archaeological Site,Al-Minya,Hot,6:00-22:00
17,61,Brazil,Writer,Desert,2,83,Dahshur,Archaeological Site,Giza,Dry,9:00-18:00
17,61,Brazil,Writer,Desert,2,35,Mosque of al-Fakahani,Monument,,Dry,9:00-18:00
17,61,Brazil,Writer,Desert,3,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
17,61,Brazil,Writer,Desert,3,38,Muhammad Ali Palace in shubra,Monument,Cairo,Cool,24 Hours
17,61,Brazil,Writer,Desert,3,37,National Military Museum,Museum,Cairo,Mild,08:00 AM - 04:00 PM
17,61,Brazil,Writer,Desert,3,101,Speos of Horemheb,Monument,,Windy,24 Hours
17,61,Brazil,Writer,Desert,3,73,Ayn Shams City,Archaeological Site,Cairo,Sunny,6:00-22:00
17,61,Brazil,Writer,Desert,3,70,Saqqara,Archaeological Site,Giza,Humid,7:00-15:00
17,61,Brazil,Writer,Desert,3,94,Mummification Museum,Museum,Luxor,Dry,09:00 AM - 02:00 PM
17,61,Brazil,Writer,Desert,3,89,Manial Palace Museum,Museum,Cairo,Sunny,09:00 AM - 05:00 PM
18,25,Italy,Software Developer,Religious,3,108,National Museum of Egyptian Civilization(NMEC),Museum,Cairo,Cool,09:00 AM - 05:00 PM
18,25,Italy,Software Developer,Religious,3,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
18,25,Italy,Software Developer,Religious,3,31,Abu Mina,Archaeological Site,Alexandria,Humid,9:00-18:00
18,25,Italy,Software Developer,Religious,2,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
18,25,Italy,Software Developer,Religious,2,8,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
18,25,Italy,Software Developer,Religious,3,66,Crocodile Museum,Museum,Aswan,Mild,07:00 AM - 09:00 PM
18,25,Italy,Software Developer,Religious,3,101,Speos of Horemheb,Monument,,Windy,24 Hours
18,25,Italy,Software Developer,Religious,3,46,Abu Qir Bay,Sunken Monuments,,Rainy,6:00-22:00
18,25,Italy,Software Developer,Religious,3,63,Al-Bahnasa Tombs,Archaeological Site,Al-Minya,Mild,8:00-17:00
18,25,Italy,Software Developer,Religious,3,59,the National Museum of Suez,Museum,,Rainy,09:00 AM - 03:00 PM
19,68,Japan,Writer,Nature,3,78,Kom Ombo Temple,Monument,Aswan,Humid,7:00-15:00
19,68,Japan,Writer,Nature,4,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
19,68,Japan,Writer,Nature,3,87,Al-Fustat (Old Cairo),Archaeological Site,Cairo,Humid,10:00-20:00
19,68,Japan,Writer,Nature,3,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
19,68,Japan,Writer,Nature,3,21,Helwan Corner Museum,Museum,Cairo,Humid,09:00 AM - 05:00 PM
19,68,Japan,Writer,Nature,3,49,Aswan,Archaeological Site,Aswan,Sunny,7:00-15:00
19,68,Japan,Writer,Nature,3,105,Mosque of Sulayman Pasha al-Khadim “Saraya al-Jabal mosque”,Monument,,Dry,8:00-17:00
19,68,Japan,Writer,Nature,3,84,The Architectural Complex of Prince Youssef Kamal,Monument,Qena,Humid,8:00-17:00
19,68,Japan,Writer,Nature,2,63,Al-Bahnasa Tombs,Archaeological Site,Al-Minya,Mild,8:00-17:00
19,68,Japan,Writer,Nature,3,28,Karnak,Archaeological Site,Luxor,Mild,24 Hours
20,57,KSA,Teacher,Monument,3,42,Al-Saliba Street,Archaeological Site,Cairo,Dry,24 Hours
20,57,KSA,Teacher,Monument,5,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
20,57,KSA,Teacher,Monument,5,60,Citadel Prison,Monument,,Rainy,24 Hours
20,57,KSA,Teacher,Monument,3,63,Al-Bahnasa Tombs,Archaeological Site,Al-Minya,Mild,8:00-17:00
20,57,KSA,Teacher,Monument,5,78,Kom Ombo Temple,Monument,Aswan,Humid,7:00-15:00
20,57,KSA,Teacher,Monument,3,39,Nubia Museum,Museum,Aswan,Humid,09:00 AM - 05:00 PM
20,57,KSA,Teacher,Monument,3,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
20,57,KSA,Teacher,Monument,3,86,Beni Hasan,Archaeological Site,Al-Minya,Hot,6:00-22:00
20,57,KSA,Teacher,Monument,3,24,Abu Simbel,Archaeological Site,Aswan,Cool,8:00-17:00
20,57,KSA,Teacher,Monument,5,36,Wikala of Nafisa al-Bayda,Monument,,Windy,10:00-20:00
21,24,Japan,Pilot,Historic,3,87,Al-Fustat (Old Cairo),Archaeological Site,Cairo,Humid,10:00-20:00
21,24,Japan,Pilot,Historic,3,58,Sabil of al-Amir Shaykhu,Monument,Cairo,Mild,8:00-17:00
21,24,Japan,Pilot,Historic,3,96,Cairo International Airport Museum - Terminal 3,Museum,Cairo,Sunny,24 Hours
21,24,Japan,Pilot,Historic,3,74,Sharm al-Sheikh Museum,Museum,South Sinai,Sunny,10:00 AM - 01:00 PM
21,24,Japan,Pilot,Historic,3,23,The Monastery of Anba Simeon in Aswan,Monument,Aswan,Rainy,6:00-22:00
21,24,Japan,Pilot,Historic,2,33,National Police Museum,Museum,Cairo,Dry,08:00 AM - 05:00 PM
21,24,Japan,Pilot,Historic,3,31,Abu Mina,Archaeological Site,Alexandria,Humid,9:00-18:00
21,24,Japan,Pilot,Historic,4,86,Beni Hasan,Archaeological Site,Al-Minya,Hot,6:00-22:00
21,24,Japan,Pilot,Historic,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
21,24,Japan,Pilot,Historic,3,89,Manial Palace Museum,Museum,Cairo,Sunny,09:00 AM - 05:00 PM
22,43,China,Teacher,Historic,2,26,Deir al-Bahari,Archaeological Site,Luxor,Mild,7:00-15:00
22,43,China,Teacher,Historic,3,24,Abu Simbel,Archaeological Site,Aswan,Cool,8:00-17:00
22,43,China,Teacher,Historic,3,74,Sharm al-Sheikh Museum,Museum,South Sinai,Sunny,10:00 AM - 01:00 PM
22,43,China,Teacher,Historic,3,91,El Hawawish,Archaeological Site,Sohag,Mild,24 Hours
22,43,China,Teacher,Historic,3,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
22,43,China,Teacher,Historic,3,31,Abu Mina,Archaeological Site,Alexandria,Humid,9:00-18:00
22,43,China,Teacher,Historic,3,32,Qubbat Al-Hawa Cemetery,Archaeological Site,Aswan,Rainy,7:00-15:00
22,43,China,Teacher,Historic,3,81,Mosque and Sabil-Kuttab of Shaykh Ali al-Mutahhar,Monument,,Hot,6:00-22:00
22,43,China,Teacher,Historic,3,61,Hurghada Museum,Museum,Red Sea,Dry,10:00 AM - 01:00 PM
22,43,China,Teacher,Historic,3,50,El Sheikh Hamad (Athribis),Archaeological Site,Sohag,Sunny,7:00-15:00
23,40,Italy,Musician,Museum,3,31,Abu Mina,Archaeological Site,Alexandria,Humid,9:00-18:00
23,40,Italy,Musician,Museum,3,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
23,40,Italy,Musician,Museum,3,73,Ayn Shams City,Archaeological Site,Cairo,Sunny,6:00-22:00
23,40,Italy,Musician,Museum,3,104,Mosque of al-Zahir Baybars,Monument,Cairo,Rainy,6:00-22:00
23,40,Italy,Musician,Museum,4,50,El Sheikh Hamad (Athribis),Archaeological Site,Sohag,Sunny,7:00-15:00
23,40,Italy,Musician,Museum,3,91,El Hawawish,Archaeological Site,Sohag,Mild,24 Hours
23,40,Italy,Musician,Museum,3,48,Qaitbay Fort,Monument,,Humid,6:00-22:00
23,40,Italy,Musician,Museum,5,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
23,40,Italy,Musician,Museum,5,61,Hurghada Museum,Museum,Red Sea,Dry,10:00 AM - 01:00 PM
23,40,Italy,Musician,Museum,3,35,Mosque of al-Fakahani,Monument,,Dry,9:00-18:00
24,37,USA,Scientist,Market,3,82,Nile Stelae,Monument,,Humid,24 Hours
24,37,USA,Scientist,Market,3,90,Royal Stelae,Monument,,Dry,8:00-17:00
24,37,USA,Scientist,Market,3,31,Abu Mina,Archaeological Site,Alexandria,Humid,9:00-18:00
24,37,USA,Scientist,Market,3,52,Al-Saliba Street,Archaeological Site,Cairo,Sunny,7:00-15:00
24,37,USA,Scientist,Market,3,68,Tell Basta,Archaeological Site,Al-Sharkia,Dry,10:00-20:00
24,37,USA,Scientist,Market,3,8,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
24,37,USA,Scientist,Market,3,44,Imhotep Museum,Museum,Giza,Humid,08:00 AM - 05:00 PM
24,37,USA,Scientist,Market,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
24,37,USA,Scientist,Market,3,101,Speos of Horemheb,Monument,,Windy,24 Hours
24,37,USA,Scientist,Market,2,93,Shatby,Sunken Monuments,,Sunny,24 Hours
25,33,Japan,Chef,Nature,3,39,Nubia Museum,Museum,Aswan,Humid,09:00 AM - 05:00 PM
25,33,Japan,Chef,Nature,2,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
25,33,Japan,Chef,Nature,3,27,Philae,Archaeological Site,Aswan,Sunny,9:00-18:00
25,33,Japan,Chef,Nature,3,81,Mosque and Sabil-Kuttab of Shaykh Ali al-Mutahhar,Monument,,Hot,6:00-22:00
25,33,Japan,Chef,Nature,3,48,Qaitbay Fort,Monument,,Humid,6:00-22:00
25,33,Japan,Chef,Nature,3,88,Giza Plateau,Archaeological Site,Giza,Hot,10:00-20:00
25,33,Japan,Chef,Nature,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
25,33,Japan,Chef,Nature,3,85,Eastern Harbor,Sunken Monuments,,Dry,24 Hours
25,33,Japan,Chef,Nature,3,68,Tell Basta,Archaeological Site,Al-Sharkia,Dry,10:00-20:00
25,33,Japan,Chef,Nature,3,93,Shatby,Sunken Monuments,,Sunny,24 Hours
26,68,China,Scientist,Nature,3,91,El Hawawish,Archaeological Site,Sohag,Mild,24 Hours
26,68,China,Scientist,Nature,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
26,68,China,Scientist,Nature,3,65,Qaitbay Fort site,Sunken Monuments,,Humid,8:00-17:00
